,Accession,HieVi_l0,HieVi_l1,HieVi_l2,HieVi_l3
19255,OP209176,-1,-1,-1,-1
19256,OP209177,-1,-1,-1,-1
19257,OP209178,-1,-1,-1,-1
19258,OP219460,2637,1274,1339,1031
19259,OP235318,4928,1145,1066,310
19260,OP251154,3331,1311,168,807
19261,OP254195,1942,426,401,931
19262,OP256047,-1,1685,1339,1031
19263,OP256049,835,-1,-1,407
19264,OP263967,5049,1145,1066,310
19265,OP263968,-1,1145,1066,310
19266,OP263969,4902,1145,1066,310
19267,OP265889,-1,-1,-1,3
19268,OP267563,-1,1449,1327,807
19269,OP272490,763,-1,-1,-1
19270,OP272491,763,-1,-1,-1
19271,OP272492,763,-1,-1,-1
19272,OP272493,763,-1,-1,-1
19273,OP279344,2261,14,12,14
19274,OP291336,-1,-1,-1,268
19275,OP292222,-1,633,595,742
19276,OP292288,-1,126,123,111
19277,OP292654,-1,387,708,742
19278,OP292673,3363,1136,1059,807
19279,OP292674,3363,1136,1059,807
19280,OP293079,1969,-1,-1,-1
19281,OP293233,4859,214,203,742
19282,OP294982,3904,422,398,318
19283,OP296522,1543,-1,-1,-1
19284,OP296941,-1,88,84,742
19285,OP297178,-1,1145,1066,310
19286,OP297179,663,1312,1213,937
19287,OP297528,-1,491,463,360
19288,OP297529,-1,966,901,1015
19289,OP297530,3994,309,291,239
19290,OP297531,3507,956,892,594
19291,OP297532,-1,1181,1314,1015
19292,OP297533,-1,192,179,162
19293,OP297534,5022,631,593,208
19294,OP297535,4094,1067,998,765
19295,OP297536,5158,491,463,360
19296,OP297537,4441,1098,1314,1015
19297,OP297538,2254,1180,1096,663
19298,OP297539,4340,764,714,561
19299,OP297540,4205,121,115,103
19300,OP297541,4304,1061,993,645
19301,OP297542,5157,491,463,360
19302,OP297543,4526,1217,1128,869
19303,OP297544,4230,625,586,454
19304,OP297545,-1,-1,-1,-1
19305,OP297546,4292,755,706,454
19306,OP297547,-1,526,497,396
19307,OP297548,3969,-1,-1,898
19308,OP297549,4385,1181,1314,1015
19309,OP297550,3197,-1,-1,579
19310,OP297551,-1,574,543,593
19311,OP297552,3216,1018,753,579
19312,OP297553,4367,1098,1314,1015
19313,OP297622,312,-1,-1,-1
19314,OP310970,5060,1313,1214,938
19315,OP310971,5061,1313,1214,938
19316,OP310972,5061,1313,1214,938
19317,OP310973,5061,1313,1214,938
19318,OP310974,5089,1313,1214,938
19319,OP310975,-1,1313,1214,938
19320,OP310976,5057,1313,1214,938
19321,OP310977,-1,1313,1214,938
19322,OP310978,5061,1313,1214,938
19323,OP310979,-1,1313,1214,938
19324,OP310980,-1,1313,1214,938
19325,OP310981,-1,1313,1214,938
19326,OP310982,5005,1313,1214,938
19327,OP310983,-1,1460,1338,571
19328,OP310984,-1,1460,1338,571
19329,OP312987,3735,434,408,258
19330,OP313111,2400,1314,1215,939
19331,OP313112,1776,-1,142,132
19332,OP314870,5059,1313,1214,938
19333,OP314871,5059,1313,1214,938
19334,OP314872,5057,1313,1214,938
19335,OP323059,-1,1145,1066,310
19336,OP323071,-1,1315,1216,940
19337,OP323072,2456,1315,1216,940
19338,OP323073,-1,1315,1216,940
19339,OP323074,-1,-1,-1,-1
19340,OP323075,-1,-1,-1,-1
19341,OP323076,2433,-1,-1,940
19342,OP323077,2433,-1,-1,940
19343,OP328420,3109,431,406,202
19344,OP328421,-1,-1,-1,-1
19345,OP328422,3092,431,406,202
19346,OP328423,-1,-1,-1,202
19347,OP329100,-1,-1,-1,-1
19348,OP331213,-1,633,595,742
19349,OP331229,3178,1016,950,177
19350,OP331230,2863,1080,1339,1031
19351,OP341623,-1,-1,-1,-1
19352,OP341624,1711,1316,1217,941
19353,OP341625,2045,1317,1218,942
19354,OP341626,1710,-1,-1,941
19355,OP341627,1710,-1,-1,941
19356,OP341628,1710,-1,-1,941
19357,OP341629,-1,-1,-1,-1
19358,OP341630,1711,1316,1217,941
19359,OP342787,-1,1679,1546,1217
19360,OP352608,4660,1338,1239,697
19361,OP361299,3494,1380,1270,1221
19362,OP373729,3348,1320,1221,775
19363,OP374081,425,-1,-1,-1
19364,OP374082,702,-1,-1,-1
19365,OP374154,2936,1265,406,202
19366,OP374155,2937,1265,406,202
19367,OP374156,2937,1265,406,202
19368,OP375635,2555,-1,-1,-1
19369,OP377721,-1,-1,-1,3
19370,OP380269,3494,1380,1270,1221
19371,OP380492,4796,-1,5,310
19372,OP380511,1423,-1,-1,-1
19373,OP380594,5365,633,595,742
19374,OP380595,5347,633,595,742
19375,OP380596,5347,633,595,742
19376,OP380597,5365,633,595,742
19377,OP380598,5365,633,595,742
19378,OP380599,5365,633,595,742
19379,OP380600,5365,633,595,742
19380,OP380601,4996,1154,1074,742
19381,OP380602,5377,633,595,742
19382,OP380603,5365,633,595,742
19383,OP380604,5289,633,595,742
19384,OP380605,5377,633,595,742
19385,OP380606,5377,633,595,742
19386,OP380607,-1,-1,-1,-1
19387,OP381185,-1,-1,-1,-1
19388,OP381444,1803,1318,1219,943
19389,OP389270,-1,1364,873,668
19390,OP394141,5603,1432,595,742
19391,OP394178,975,173,160,150
19392,OP413827,3515,1494,1368,258
19393,OP413828,2892,1491,1366,1013
19394,OP413829,-1,1100,1028,784
19395,OP413830,2877,1492,1154,893
19396,OP413831,3515,1494,1368,258
19397,OP413832,-1,1449,1327,807
19398,OP422637,3105,1459,1337,1028
19399,OP423032,5518,1676,1543,742
19400,OP429095,3263,-1,-1,873
19401,OP433453,115,971,906,694
19402,OP433492,1720,-1,-1,1233
19403,OP434439,3743,1677,498,397
19404,OP434440,4292,755,706,454
19405,OP434441,-1,122,117,645
19406,OP434442,3998,1260,1167,903
19407,OP434443,3743,1677,498,397
19408,OP434444,3532,624,585,453
19409,OP434445,3671,527,498,397
19410,OP434446,-1,-1,-1,454
19411,OP434447,-1,1433,1314,1015
19412,OP434448,-1,637,599,396
19413,OP434449,-1,-1,-1,-1
19414,OP434450,-1,526,497,396
19415,OP434451,2129,816,762,592
19416,OP434452,4477,967,902,208
19417,OP434453,530,1319,1220,944
19418,OP434454,4314,782,730,103
19419,OP434455,-1,-1,-1,785
19420,OP434456,4412,605,565,559
19421,OP434457,3969,-1,-1,898
19422,OP434458,4044,-1,737,360
19423,OP434459,5431,900,843,645
19424,OP434460,4231,920,860,454
19425,OP434461,-1,-1,-1,645
19426,OP434462,2226,256,242,592
19427,OP434463,3955,586,1167,903
19428,OP434518,-1,-1,-1,-1
19429,OP441381,3044,1245,1028,784
19430,OP453108,-1,313,294,245
19431,OP455115,-1,910,1059,807
19432,OP455935,-1,1679,1546,1217
19433,OP455936,-1,-1,-1,-1
19434,OP455937,2267,-1,-1,-1
19435,OP455938,2250,-1,-1,-1
19436,OP455939,2267,-1,-1,-1
19437,OP455940,1841,-1,-1,-1
19438,OP480062,5129,88,84,742
19439,OP480063,5129,88,84,742
19440,OP481051,-1,-1,-1,-1
19441,OP481875,3348,1320,1221,775
19442,OP484843,967,-1,-1,945
19443,OP484850,3840,1364,873,668
19444,OP484857,1769,-1,-1,946
19445,OP484858,1769,-1,-1,946
19446,OP485124,-1,1530,1398,1076
19447,OP490271,4162,1321,1222,360
19448,OP490597,4661,974,910,697
19449,OP491958,4221,-1,-1,558
19450,OP491959,-1,197,185,165
19451,OP493557,2850,1322,1223,202
19452,OP493558,2850,1322,1223,202
19453,OP494211,3839,1364,873,668
19454,OP494865,2185,1323,1224,947
19455,OP495736,2711,-1,-1,-1
19456,OP503543,2185,1323,1224,947
19457,OP503968,2230,1323,1224,947
19458,OP503969,-1,1323,1224,947
19459,OP503970,2204,1323,1224,947
19460,OP503971,2230,1323,1224,947
19461,OP503972,2149,1323,1224,947
19462,OP503973,2160,1323,1224,947
19463,OP503974,2204,1323,1224,947
19464,OP503975,2160,1323,1224,947
19465,OP503976,2204,1323,1224,947
19466,OP503977,2149,1323,1224,947
19467,OP503978,2230,1323,1224,947
19468,OP503979,-1,1323,1224,947
19469,OP503980,2231,1323,1224,947
19470,OP503981,2230,1323,1224,947
19471,OP503982,2160,1323,1224,947
19472,OP503983,2204,1323,1224,947
19473,OP503984,2149,1323,1224,947
19474,OP503985,2231,1323,1224,947
19475,OP503986,2185,1323,1224,947
19476,OP503987,2204,1323,1224,947
19477,OP503988,2185,1323,1224,947
19478,OP503989,2176,1324,1225,754
19479,OP503990,2176,1324,1225,754
19480,OP503991,2176,-1,-1,754
19481,OP503992,-1,1053,986,754
19482,OP503993,2241,1053,986,754
19483,OP503994,2241,1053,986,754
19484,OP503995,2241,1053,986,754
19485,OP508218,3106,347,326,268
19486,OP515798,-1,848,793,742
19487,OP534061,4573,1686,1552,1219
19488,OP535465,-1,186,173,156
19489,OP535471,3654,313,294,245
19490,OP535472,3654,313,294,245
19491,OP542242,575,71,65,62
19492,OP547477,4020,1325,1226,948
19493,OP547478,4558,1480,1356,1048
19494,OP548052,2929,1258,1165,901
19495,OP549864,600,-1,-1,-1
19496,OP549865,600,-1,-1,-1
19497,OP549866,600,-1,-1,-1
19498,OP549867,623,-1,-1,-1
19499,OP549868,812,1326,1227,949
19500,OP549869,1322,1327,1228,950
19501,OP549870,1323,1328,1229,951
19502,OP549871,812,1326,1227,949
19503,OP549872,1322,1327,1228,950
19504,OP549873,1323,1328,1229,951
19505,OP549874,812,1326,1227,949
19506,OP549875,1322,1327,1228,950
19507,OP549876,-1,-1,-1,-1
19508,OP549877,1323,1328,1229,951
19509,OP549878,78,-1,-1,-1
19510,OP549879,78,-1,-1,-1
19511,OP549880,-1,-1,-1,-1
19512,OP555980,5648,633,595,742
19513,OP555981,5647,633,595,742
19514,OP555982,5647,633,595,742
19515,OP556577,3024,126,123,111
19516,OP557969,-1,757,708,742
19517,OP557970,-1,633,595,742
19518,OP558001,-1,88,84,742
19519,OP558002,-1,412,388,245
19520,OP558003,5328,1676,1543,742
19521,OP558004,-1,1449,1327,807
19522,OP558005,5513,633,595,742
19523,OP559177,1922,426,401,931
19524,OP559178,-1,-1,386,310
19525,OP559179,-1,-1,-1,-1
19526,OP562166,3483,-1,-1,258
19527,OP562383,5351,1355,1250,742
19528,OP572230,5648,633,595,742
19529,OP580516,3918,-1,-1,903
19530,OP580517,-1,1111,1036,790
19531,OP580518,739,970,905,693
19532,OP583591,2894,261,246,901
19533,OP583592,2879,1329,1230,901
19534,OP583593,2879,1329,1230,901
19535,OP583594,2879,1329,1230,901
19536,OP583595,2879,1329,1230,901
19537,OP584903,3109,431,406,202
19538,OP584904,3092,431,406,202
19539,OP585103,-1,633,595,742
19540,OP585104,-1,-1,323,266
19541,OP585105,5043,1003,939,742
19542,OP588643,318,-1,-1,-1
19543,OP588919,1748,1330,1231,952
19544,OP589283,-1,-1,-1,571
19545,OP589309,1400,-1,1173,908
19546,OP590147,1394,-1,-1,151
19547,OP594307,2910,619,579,202
19548,OP594723,-1,1432,595,742
19549,OP595144,4320,912,854,655
19550,OP595145,5361,1355,1250,742
19551,OP595146,-1,848,793,742
19552,OP595601,3980,1325,1226,948
19553,OP595602,3980,1325,1226,948
19554,OP596612,1543,-1,-1,-1
19555,OP596613,1543,-1,-1,-1
19556,OP596614,1905,-1,-1,-1
19557,OP596615,-1,-1,-1,-1
19558,OP599913,4622,1479,1355,571
19559,OP610151,-1,1676,1543,742
19560,OP611406,1949,-1,-1,-1
19561,OP611477,5646,633,595,742
19562,OP617331,5426,633,595,742
19563,OP617560,2400,1314,1215,939
19564,OP617741,5108,1013,947,742
19565,OP617742,-1,1449,1327,807
19566,OP617743,5150,1355,1250,742
19567,OP617744,3249,1331,1232,953
19568,OP617745,5071,127,708,742
19569,OP617746,-1,633,595,742
19570,OP617747,-1,1462,1339,1031
19571,OP617748,5556,633,595,742
19572,OP620754,2976,1685,1339,1031
19573,OP620755,2976,1685,1339,1031
19574,OP620756,-1,-1,1339,1031
19575,OP620777,4375,135,127,116
19576,OP620778,4375,135,127,116
19577,OP626794,-1,1685,1339,1031
19578,OP626800,-1,-1,-1,-1
19579,OP627531,-1,382,357,742
19580,OP628074,-1,-1,-1,-1
19581,OP628075,4794,1332,1279,310
19582,OP628076,4794,1332,1279,310
19583,OP630574,699,1333,1233,954
19584,OP630575,699,1333,1233,954
19585,OP630576,699,-1,-1,-1
19586,OP646176,1697,-1,-1,419
19587,OP650936,1219,1334,1234,955
19588,OP650937,1954,-1,-1,-1
19589,OP651044,5123,1145,1066,310
19590,OP661216,3093,431,406,202
19591,OP661217,3093,431,406,202
19592,OP662523,-1,-1,-1,956
19593,OP662524,1153,-1,-1,956
19594,OP662525,1164,1335,1235,956
19595,OP662526,1164,1335,1235,956
19596,OP662527,1164,1335,1235,956
19597,OP662528,1164,1335,1235,956
19598,OP662529,1164,1335,1235,956
19599,OP662530,1153,-1,-1,956
19600,OP662531,1153,-1,1236,956
19601,OP662532,-1,-1,-1,-1
19602,OP676228,1975,1342,1241,965
19603,OP684128,5546,633,595,742
19604,OP686972,706,1336,1237,957
19605,OP688485,4554,1337,1238,958
19606,OP697049,706,1336,1237,957
19607,OP709960,1724,44,41,36
19608,OP712460,426,-1,-1,959
19609,OP712466,426,-1,-1,-1
19610,OP712474,426,-1,-1,959
19611,OP712479,426,-1,-1,-1
19612,OP714164,-1,-1,-1,742
19613,OP718284,5152,753,968,742
19614,OP727261,3003,347,326,268
19615,OP729297,4735,1089,1019,779
19616,OP734280,5581,633,595,742
19617,OP743926,2309,551,521,408
19618,OP744025,5120,1341,1250,742
19619,OP745419,-1,-1,-1,-1
19620,OP745420,-1,-1,-1,-1
19621,OP745480,-1,-1,-1,-1
19622,OP745616,3686,434,408,258
19623,OP745617,4688,1338,1239,697
19624,OP745618,1798,-1,-1,-1
19625,OP745619,3764,1364,873,668
19626,OP745620,3398,1339,1011,775
19627,OP745621,3398,1339,1011,775
19628,OP745622,-1,882,825,632
19629,OP745948,5618,1432,595,742
19630,OP748251,2766,1340,1240,960
19631,OP748252,2766,1340,1240,960
19632,OP750331,2271,-1,-1,989
19633,OP751147,3938,572,1057,806
19634,OP751148,-1,-1,-1,-1
19635,OP751149,5116,555,525,1015
19636,OP751150,4951,555,525,1015
19637,OP751151,3531,624,585,453
19638,OP751152,3218,1261,1168,579
19639,OP751153,4347,1149,1303,645
19640,OP751154,3540,-1,-1,358
19641,OP751378,3287,-1,-1,961
19642,OP752703,4585,1347,1246,966
19643,OP753449,1802,1318,1219,943
19644,OP753450,1802,1318,1219,943
19645,OP753451,1802,1318,1219,943
19646,OP753452,1802,1318,1219,943
19647,OP753453,1802,1318,1219,943
19648,OP756059,-1,382,357,742
19649,OP764599,-1,-1,-1,1031
19650,OP764672,3515,1494,1368,258
19651,OP777409,-1,122,117,645
19652,OP778609,5120,1341,1250,742
19653,OP778610,5120,1341,1250,742
19654,OP779214,2329,-1,-1,158
19655,OP784575,-1,382,357,742
19656,OP784576,1948,311,293,242
19657,OP785155,3792,1449,1327,807
19658,OP792756,3410,1146,1067,813
19659,OP793478,-1,1364,873,668
19660,OP793496,-1,1679,1546,1217
19661,OP793884,5215,1032,968,742
19662,OP795442,5120,1341,1250,742
19663,OP795451,-1,-1,-1,-1
19664,OP797663,2153,215,204,273
19665,OP797796,2969,760,710,665
19666,OP797801,-1,431,406,202
19667,OP807341,1975,1342,1241,965
19668,OP807342,1899,-1,-1,186
19669,OP807343,-1,-1,-1,-1
19670,OP807344,1988,1346,1245,965
19671,OP807345,-1,-1,-1,-1
19672,OP807346,-1,-1,-1,-1
19673,OP807803,3957,186,173,156
19674,OP810509,-1,-1,-1,-1
19675,OP811265,2650,-1,1264,981
19676,OP819284,5194,88,84,742
19677,OP819285,2874,-1,-1,665
19678,OP820461,4069,302,287,239
19679,OP820462,3990,1134,1057,806
19680,OP820463,5016,555,525,1015
19681,OP820464,5218,900,843,645
19682,OP820465,3569,624,585,453
19683,OP820466,-1,192,179,162
19684,OP820467,4199,786,734,1015
19685,OP820468,5248,491,463,360
19686,OP820469,2284,828,774,592
19687,OP820470,4340,764,714,561
19688,OP820471,4703,966,901,1015
19689,OP820472,-1,-1,-1,360
19690,OP820473,4770,900,843,645
19691,OP820474,3685,1101,1029,785
19692,OP820700,4961,1343,1242,742
19693,OP820701,-1,753,968,742
19694,OP820702,-1,-1,-1,742
19695,OP828573,-1,1676,1543,742
19696,OP829055,3443,1359,262,258
19697,OP830906,1404,-1,-1,962
19698,OP830907,1404,-1,-1,962
19699,OP831166,5090,1313,1214,938
19700,OP831167,-1,1313,1214,938
19701,OP831581,3472,1183,1098,841
19702,OP850600,5194,88,84,742
19703,OP852425,3132,1100,1028,784
19704,OP856590,5639,633,595,742
19705,OP856857,4940,1145,1066,310
19706,OP858991,1521,1344,1243,963
19707,OP866730,5194,88,84,742
19708,OP867012,306,-1,-1,-1
19709,OP867018,-1,192,179,162
19710,OP867019,4618,526,497,396
19711,OP867020,3529,111,107,96
19712,OP867021,-1,121,115,103
19713,OP867022,2552,1345,1244,964
19714,OP867023,3620,898,841,643
19715,OP867024,2552,1345,1244,964
19716,OP867025,4026,822,768,587
19717,OP867026,4463,756,707,559
19718,OP867027,-1,491,463,360
19719,OP868670,1996,-1,-1,900
19720,OP869843,-1,-1,-1,-1
19721,OP869844,-1,-1,-1,-1
19722,OP869845,1966,-1,-1,-1
19723,OP869846,1987,-1,-1,965
19724,OP869847,-1,-1,-1,-1
19725,OP869848,1987,-1,-1,965
19726,OP869849,1975,-1,-1,965
19727,OP869850,1966,-1,-1,-1
19728,OP869851,-1,-1,-1,-1
19729,OP869852,-1,-1,-1,-1
19730,OP869853,-1,-1,-1,-1
19731,OP869854,-1,-1,-1,-1
19732,OP869855,1988,1346,1245,965
19733,OP870143,3686,434,408,258
19734,OP870144,5558,633,595,742
19735,OP870145,5501,633,595,742
19736,OP870146,5568,633,595,742
19737,OP870147,-1,633,595,742
19738,OP875100,-1,382,357,742
19739,OP875101,5148,382,357,742
19740,OP880301,-1,-1,716,562
19741,OP880302,1444,766,716,562
19742,OP882271,2474,-1,-1,-1
19743,OP883945,4585,1347,1246,966
19744,OP889240,1895,426,401,931
19745,OP889247,4724,1348,740,571
19746,OP894055,835,-1,518,407
19747,OP894077,2340,-1,-1,769
19748,OP902292,-1,-1,-1,807
19749,OP902293,-1,848,793,742
19750,OP902294,-1,-1,-1,-1
19751,OP902295,-1,848,793,742
19752,OP910130,-1,966,901,1015
19753,OP910131,2228,1412,242,592
19754,OP910132,4365,1420,1303,645
19755,OP910133,-1,555,525,1015
19756,OP913462,-1,1145,1066,310
19757,OP913463,4920,1145,1066,310
19758,OP913464,-1,1145,1066,310
19759,OP913465,4788,1145,1066,310
19760,OP917824,-1,-1,-1,-1
19761,OP917825,-1,1462,1339,1031
19762,OP917831,4091,186,173,156
19763,OP917929,5029,1003,939,742
19764,OP918135,2566,-1,-1,350
19765,OP918262,-1,-1,-1,1048
19766,OP918669,2024,-1,-1,85
19767,OP921040,-1,-1,-1,-1
19768,OP921041,2052,847,792,606
19769,OP924280,3339,1349,1011,775
19770,OP924281,3339,1349,1011,775
19771,OP924282,5531,848,793,742
19772,OP924283,-1,882,825,632
19773,OP924284,3322,1445,1324,668
19774,OP924285,2268,2,2,3
19775,OP924544,2434,-1,328,1076
19776,OP926971,2329,-1,-1,158
19777,OP926972,2148,-1,-1,-1
19778,OP940114,-1,1145,1066,310
19779,OP946501,5412,633,595,742
19780,OP946502,-1,633,595,742
19781,OP947158,-1,-1,-1,-1
19782,OP947159,1689,-1,-1,-1
19783,OP947160,-1,-1,-1,-1
19784,OP947161,-1,-1,-1,-1
19785,OP947162,-1,-1,-1,-1
19786,OP947163,-1,-1,-1,-1
19787,OP947164,-1,-1,-1,-1
19788,OP947165,-1,-1,-1,-1
19789,OP947166,-1,-1,-1,-1
19790,OP947204,-1,-1,-1,202
19791,OP947225,-1,-1,-1,-1
19792,OP947226,2304,571,885,680
19793,OP947227,2400,-1,-1,939
19794,OP948730,3128,66,60,55
19795,OP953026,4761,1460,1338,571
19796,OP957382,5024,1313,1214,938
19797,OP961718,-1,1145,1066,310
19798,OP961723,-1,1350,1247,103
19799,OP961724,4043,1350,1247,103
19800,OP961725,4042,1350,1247,103
19801,OP961726,4014,1350,1247,103
19802,OP961727,4043,1350,1247,103
19803,OP961728,4043,1350,1247,103
19804,OP961729,4042,1350,1247,103
19805,OP961730,4014,1350,1247,103
19806,OP961731,4043,1350,1247,103
19807,OP964052,1955,-1,-1,-1
19808,OP964053,1487,960,895,687
19809,OP964054,1955,-1,-1,-1
19810,OP964055,1955,-1,508,402
19811,OP966774,-1,313,294,245
19812,OP966821,-1,-1,-1,-1
19813,OP970825,3862,1685,1339,1031
19814,OP970826,-1,1685,1339,1031
19815,OP970827,5474,633,595,742
19816,OP971933,1292,-1,-1,230
19817,OP971936,1325,-1,-1,-1
19818,OP971937,1325,-1,-1,-1
19819,OP971938,-1,-1,-1,230
19820,OP978314,3809,1449,1327,807
19821,OP978315,3809,1449,1327,807
19822,OP978316,3809,1449,1327,807
19823,OP978318,-1,1676,1543,742
19824,OP978391,5670,633,595,742
19825,OP985600,3025,1102,1030,786
19826,OP985601,2067,816,762,592
19827,OP985602,-1,1217,1128,869
19828,OP991882,5534,1676,1543,742
19829,OP991903,4722,176,274,571
19830,OP999015,467,1351,1248,967
19831,OP999020,-1,-1,-1,-1
19832,OP999021,-1,-1,-1,-1
19833,OP999027,-1,-1,-1,-1
19834,OQ025076,-1,214,203,742
19835,OQ025229,4822,1145,1066,310
19836,OQ025230,4822,1145,1066,310
19837,OQ025560,1064,-1,-1,-1
19838,OQ031071,3875,1449,1327,807
19839,OQ031072,-1,848,793,742
19840,OQ031073,-1,-1,1064,1031
19841,OQ031074,2810,1066,1064,1031
19842,OQ031075,-1,1432,595,742
19843,OQ031076,2810,1066,1064,1031
19844,OQ031491,-1,-1,-1,-1
19845,OQ031492,5220,1355,1250,742
19846,OQ031493,-1,1460,1338,571
19847,OQ031494,5181,1145,1066,310
19848,OQ031495,-1,633,595,742
19849,OQ031496,5146,1145,1066,310
19850,OQ031658,2290,4,4,3
19851,OQ032511,2797,-1,-1,-1
19852,OQ032512,4960,564,533,742
19853,OQ053201,2293,-1,73,117
19854,OQ055246,-1,-1,-1,55
19855,OQ059336,-1,-1,-1,-1
19856,OQ067112,1458,1107,1034,1045
19857,OQ067373,5675,633,595,742
19858,OQ067374,-1,633,595,742
19859,OQ067375,-1,633,595,742
19860,OQ067376,5670,633,595,742
19861,OQ067476,-1,-1,-1,-1
19862,OQ067477,-1,-1,-1,-1
19863,OQ067478,1241,-1,-1,-1
19864,OQ067609,-1,1313,1214,938
19865,OQ067610,-1,1679,1546,1217
19866,OQ076693,-1,633,595,742
19867,OQ079153,1622,913,855,656
19868,OQ079154,1623,913,855,656
19869,OQ079155,1622,913,855,656
19870,OQ079156,5310,1352,595,742
19871,OQ079410,-1,-1,-1,-1
19872,OQ079412,-1,-1,-1,-1
19873,OQ094961,-1,1145,1066,310
19874,OQ095915,-1,1352,595,742
19875,OQ095916,5274,1352,595,742
19876,OQ095917,5326,1352,595,742
19877,OQ095918,5327,1352,595,742
19878,OQ095919,5310,1352,595,742
19879,OQ101248,1845,1353,1249,968
19880,OQ101249,1839,1354,1249,968
19881,OQ101250,1839,1354,1249,968
19882,OQ101251,-1,347,326,268
19883,OQ101252,-1,-1,-1,968
19884,OQ101253,-1,-1,-1,968
19885,OQ101254,-1,1353,1249,968
19886,OQ101255,1844,1353,1249,968
19887,OQ101256,1844,1353,1249,968
19888,OQ101257,1839,1354,1249,968
19889,OQ101258,1839,1354,1249,968
19890,OQ101259,1845,1353,1249,968
19891,OQ106917,5274,1352,595,742
19892,OQ108497,5265,1355,1250,742
19893,OQ116603,-1,1281,1185,918
19894,OQ129410,4656,637,599,396
19895,OQ129411,4032,563,532,1015
19896,OQ129412,4186,1222,1133,360
19897,OQ129425,-1,1145,1066,310
19898,OQ129426,4815,1145,1066,310
19899,OQ134474,-1,417,393,258
19900,OQ135102,2718,-1,-1,969
19901,OQ135103,2717,1356,1251,969
19902,OQ135104,2710,-1,-1,969
19903,OQ135105,1793,1358,1253,971
19904,OQ135106,1915,1357,1252,970
19905,OQ137559,2717,1356,1251,969
19906,OQ137560,2718,-1,-1,969
19907,OQ137561,1915,1357,1252,970
19908,OQ137562,1793,1358,1253,971
19909,OQ164637,5333,382,357,742
19910,OQ164647,5270,926,595,742
19911,OQ174500,5661,633,595,742
19912,OQ174501,5576,633,595,742
19913,OQ174502,5576,633,595,742
19914,OQ174503,-1,633,595,742
